Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l]
34AR,0374,B,2015-07-09T07:20,60.2417,22.1042,0054,47,7.5048,5.8158,4.98
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,1,16.1781,5.6925,6.33
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,5,16.0912,5.6943,6.34
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,10,16.0150,5.6966,6.12
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,15,14.6187,5.6108,4.74
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,20,10.3161,5.6470,4.93
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,25,8.4652,5.7308,5.27
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,30,7.9836,5.7720,5.31
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,35,7.7554,5.7820,5.30
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,40,7.7477,5.7954,5.18
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,45,7.7506,5.8169,5.08
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,50,7.7502,5.8182,5.07
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,55,7.7631,5.8199,5.03
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,60,7.7523,5.8229,5.03
34AR,0375,B,2015-07-09T08:20,60.3142,22.0562,0072,62,7.7241,5.8214,5.03
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,1,15.7776,5.7097,6.17
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,5,15.7923,5.7104,6.13
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,10,15.7306,5.7171,6.00
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,15,14.9466,5.6870,4.88
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,20,9.6206,5.6695,5.13
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,25,8.4068,5.7244,5.26
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,30,7.9650,5.7773,5.29
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,35,7.8883,5.8047,5.23
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,40,7.8278,5.8149,5.13
34AR,0376,B,2015-07-09T09:03,60.2930,22.0330,0048,41,7.8288,5.8165,5.12
34AR,0377,B,2015-07-09T10:23,60.3908,22.9240,0025,1,16.9977,5.4841,6.11
34AR,0377,B,2015-07-09T10:23,60.3908,22.9240,0025,5,16.8747,5.4853,5.98
34AR,0377,B,2015-07-09T10:23,60.3908,22.9240,0025,10,16.7036,5.4885,5.75
34AR,0377,B,2015-07-09T10:23,60.3908,22.9240,0025,15,13.9389,5.5152,4.86
34AR,0377,B,2015-07-09T10:23,60.3908,22.9240,0025,19,11.1960,5.5978,4.97
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,1,16.2923,5.7337,6.40
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,5,16.2320,5.7351,6.39
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,10,15.8272,5.7221,5.57
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,15,12.7899,5.6939,5.00
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,20,10.0429,5.7044,5.08
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,25,9.0039,5.7964,5.13
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,30,8.7568,5.8659,5.09
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,35,8.8335,5.9057,5.13
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,40,8.8677,5.9216,5.16
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,45,9.0560,5.9744,5.13
34AR,0378,B,2015-07-09T16:34,60.2637,21.9535,0058,50,9.2284,6.0164,5.10
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,1,16.2180,5.8576,6.23
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,5,16.2253,5.8576,6.17
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,10,14.2031,5.8169,5.15
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,15,13.0330,5.8295,4.90
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,20,11.7358,5.8360,4.64
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,25,10.9947,5.8573,4.58
34AR,0379,B,2015-07-09T18:02,60.3502,21.5967,0035,29,10.8240,5.8712,4.60
34AR,0380,B,2015-07-09T19:04,60.4668,21.4800,0018,1,16.3364,5.8284,6.25
34AR,0380,B,2015-07-09T19:04,60.4668,21.4800,0018,5,16.3248,5.8295,6.23
34AR,0380,B,2015-07-09T19:04,60.4668,21.4800,0018,10,16.1973,5.8297,6.07
34AR,0380,B,2015-07-09T19:04,60.4668,21.4800,0018,13,15.9030,5.8269,6.04
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,1,15.8699,5.8135,6.45
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,5,15.8423,5.8113,6.23
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,10,15.5945,5.8276,6.11
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,15,15.1244,5.8340,5.95
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,20,14.2735,5.8545,5.40
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,25,12.3182,5.9239,5.47
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,30,12.0839,5.9504,5.45
34AR,0381,B,2015-07-09T20:09,60.4825,21.2053,0037,31,12.0312,5.9551,5.46
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,1,15.2350,5.8097,6.50
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,5,15.2351,5.8099,6.48
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,10,14.9953,5.8194,6.28
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,15,14.2717,5.8162,6.21
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,20,13.7090,5.8441,6.21
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,25,13.1941,5.8724,5.85
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,30,11.9832,5.9341,5.93
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,35,11.3390,5.9741,5.91
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,40,11.2695,6.0008,5.91
34AR,0382,B,2015-07-09T21:05,60.5835,21.1300,0048,43,11.2636,6.0052,5.90
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,1,14.6382,5.5350,7.12
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,5,14.6425,5.5353,7.13
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,10,14.6417,5.5357,7.10
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,15,13.6886,5.5557,6.55
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,20,10.7114,5.5789,6.68
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,25,9.6115,5.6081,6.64
34AR,0383,B,2015-07-09T22:48,60.7668,20.8467,0034,28,9.5034,5.6186,6.66
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,1,14.5687,5.5065,7.23
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,5,13.8220,5.4781,6.98
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,10,9.6722,5.4964,7.39
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,15,7.2580,5.4767,7.68
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,20,6.6295,5.4703,7.73
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,25,6.1080,5.4748,7.92
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,30,6.0412,5.4983,8.00
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,35,5.5945,5.4909,8.14
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,40,4.9504,5.4796,8.41
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,45,4.8271,5.4960,8.28
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,50,4.3517,5.4997,8.12
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,55,3.8761,5.5103,8.11
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,60,3.5760,5.5453,7.36
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,65,3.1564,5.6543,7.62
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,70,3.1547,5.7849,6.96
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,75,3.2564,5.9230,7.18
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,80,3.3761,6.0190,7.03
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,85,3.4722,6.0561,6.89
34AR,0384,B,2015-07-10T05:37,61.7685,20.2268,0121,90,3.5174,6.0851,6.84
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,1,14.0192,5.4892,7.33
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,5,13.5792,5.4789,7.04
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,10,10.5211,5.4883,7.16
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,15,7.9315,5.4761,7.53
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,20,6.9767,5.4712,7.66
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,25,6.0294,5.4661,7.94
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,30,5.7811,5.4871,8.11
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,35,5.5058,5.4936,8.15
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,40,5.0367,5.4955,8.28
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,45,4.6769,5.4981,8.16
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,50,4.3108,5.5035,8.11
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,55,3.7926,5.5121,8.06
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,60,3.5538,5.5527,7.32
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,65,3.1507,5.6618,7.54
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,70,3.1607,5.8059,6.95
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,75,3.2480,5.9205,7.16
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,80,3.3857,6.0229,6.98
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,85,3.4808,6.0564,6.69
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,90,3.5040,6.0832,6.77
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,95,3.5847,6.1161,6.71
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,100,3.6055,6.1349,6.67
34AR,0385,B,2015-07-10T06:01,61.7685,20.2268,0121,109,3.6873,6.1744,6.42
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,1,14.6336,5.5091,7.20
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,5,13.7587,5.4710,7.09
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,10,11.3013,5.4786,7.12
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,15,7.9534,5.4653,7.57
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,20,7.5143,5.4873,7.43
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,25,5.9509,5.4564,7.98
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,30,5.7271,5.4844,8.13
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,35,5.5172,5.4941,8.16
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,40,5.1160,5.4972,8.19
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,45,4.6453,5.4954,8.17
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,50,4.2519,5.5048,8.08
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,55,3.6308,5.5140,7.86
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,60,3.2799,5.5863,7.41
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,65,3.1171,5.6962,7.15
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,70,3.1749,5.8349,6.88
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,75,3.2893,5.9393,6.91
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,80,3.3944,6.0264,6.96
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,85,3.4512,6.0637,6.59
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,90,3.5120,6.0902,6.70
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,95,3.5496,6.1132,6.73
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,100,3.5955,6.1328,6.65
34AR,0386,B,2015-07-10T06:58,61.7685,20.2268,0117,109,3.6908,6.1757,6.47
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,1,14.8628,5.5071,7.20
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,5,14.2775,5.4841,7.18
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,10,12.3822,5.4698,7.08
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,15,9.3156,5.4897,7.28
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,20,6.3970,5.4215,7.94
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,25,5.8074,5.4700,8.02
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,30,5.7487,5.4885,8.03
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,35,5.5478,5.4948,8.18
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,40,4.8800,5.4804,8.41
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,45,4.5626,5.4942,8.21
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,50,4.0326,5.5009,8.26
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,55,3.5598,5.5202,7.98
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,60,3.2292,5.5872,7.57
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,65,3.0835,5.7041,7.22
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,70,3.1786,5.8525,6.95
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,75,3.2955,5.9616,6.91
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,80,3.3954,6.0262,6.87
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,85,3.4433,6.0604,6.61
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,90,3.5286,6.0961,6.77
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,95,3.5803,6.1204,6.72
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,100,3.5989,6.1342,6.64
34AR,0387,B,2015-07-10T07:57,61.7685,20.2268,0117,109,3.6914,6.1762,6.41
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,1,14.9212,5.5158,7.20
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,5,13.8980,5.4842,7.27
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,10,13.4139,5.4889,7.03
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,15,8.5986,5.4644,7.39
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,20,6.4711,5.4347,7.78
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,25,5.7518,5.4406,7.95
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,30,5.4585,5.4843,8.19
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,35,5.0450,5.4856,8.41
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,40,5.2916,5.5181,8.22
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,45,4.5687,5.4940,8.24
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,50,4.0789,5.5079,8.14
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,55,3.8249,5.5215,7.98
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,60,3.2238,5.5621,7.27
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,65,3.1139,5.6894,7.33
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,70,3.1875,5.8563,6.90
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,75,3.2855,5.9580,6.85
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,80,3.3649,6.0052,7.04
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,85,3.4426,6.0600,6.66
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,90,3.5276,6.1022,6.78
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,95,3.5843,6.1210,6.70
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,100,3.6125,6.1394,6.62
34AR,0388,B,2015-07-10T08:56,61.7685,20.2268,0117,109,3.6794,6.1707,6.43
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,1,14.9253,5.5186,7.20
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,5,14.2944,5.5037,7.27
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,10,13.5743,5.5058,7.08
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,15,9.3920,5.4621,7.38
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,20,7.3709,5.4482,7.73
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,25,6.2317,5.4948,8.02
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,30,5.8231,5.5148,8.21
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,35,5.6979,5.5196,8.26
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,40,5.3483,5.5185,8.24
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,45,4.8509,5.5159,8.19
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,50,3.9985,5.5084,8.07
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,55,3.6014,5.5273,7.91
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,60,3.1536,5.5840,7.23
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,65,3.0816,5.7210,7.16
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,70,3.1530,5.8274,6.87
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,75,3.2264,5.9417,6.85
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,80,3.3466,5.9985,7.03
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,85,3.4520,6.0459,6.72
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,90,3.5002,6.0831,6.78
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,95,3.5803,6.1150,6.66
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,100,3.5958,6.1334,6.66
34AR,0389,B,2015-07-10T09:55,61.7685,20.2268,0117,110,3.6971,6.1772,6.36
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,1,14.4971,5.5205,7.26
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,5,12.2203,5.4825,7.48
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,10,11.0724,5.4970,7.19
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,15,8.2061,5.4828,7.41
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,20,6.4398,5.4142,7.97
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,25,6.2368,5.4925,7.95
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,30,5.7657,5.4994,8.15
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,35,5.6141,5.5174,8.23
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,40,5.3906,5.5214,8.37
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,45,5.1740,5.5214,8.43
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,50,4.6239,5.5224,8.22
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,55,3.6024,5.5187,7.95
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,60,3.1729,5.5626,7.29
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,65,3.0733,5.7051,7.23
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,70,3.1814,5.8553,6.84
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,75,3.2521,5.9373,7.09
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,80,3.3750,5.9983,7.13
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,85,3.4607,6.0551,6.93
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,90,3.5137,6.0907,6.74
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,95,3.5834,6.1214,6.68
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,100,3.5956,6.1400,6.63
34AR,0390,B,2015-07-10T10:56,61.7685,20.2268,0117,110,3.6979,6.1769,6.35
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,1,13.9897,5.5266,7.27
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,5,13.4067,5.5177,7.31
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,10,12.3884,5.5077,6.97
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,15,7.5553,5.4403,7.67
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,20,6.3800,5.4375,7.88
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,25,5.6407,5.4670,8.11
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,30,5.2911,5.4818,8.24
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,35,4.9843,5.4879,8.36
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,40,4.8636,5.4996,8.29
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,45,4.2864,5.4949,8.35
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,50,4.4336,5.5304,8.44
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,55,3.5633,5.5175,8.20
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,60,3.3285,5.5472,7.71
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,65,3.2715,5.6569,7.50
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,70,3.1189,5.7899,6.96
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,75,3.2347,5.9117,7.07
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,80,3.3942,5.9918,7.14
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,85,3.4977,6.0460,7.11
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,90,3.5946,6.0888,6.82
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,95,3.6079,6.1209,6.68
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,100,3.6090,6.1411,6.61
34AR,0391,B,2015-07-10T11:57,61.7685,20.2268,0117,110,3.7063,6.1806,6.33
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,1,13.9253,5.5266,7.29
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,5,14.0287,5.5272,7.28
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,10,12.4067,5.5040,7.35
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,15,8.3185,5.4572,7.49
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,20,6.9492,5.4354,7.74
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,25,5.9478,5.4558,7.99
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,30,5.5239,5.4838,8.14
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,35,5.3155,5.4932,8.23
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,40,4.9354,5.4962,8.30
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,45,4.5123,5.4989,8.25
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,50,4.0155,5.5062,8.28
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,55,3.9420,5.5263,8.23
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,60,3.3989,5.5352,7.86
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,65,3.2595,5.6280,7.23
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,70,3.1004,5.7848,6.94
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,75,3.2411,5.9234,7.15
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,80,3.4749,6.0171,7.09
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,85,3.4950,6.0564,6.75
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,90,3.5209,6.0844,6.84
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,95,3.6305,6.1181,6.78
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,100,3.6081,6.1356,6.65
34AR,0392,B,2015-07-10T12:58,61.7685,20.2268,0117,110,3.6970,6.1764,6.36
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,1,,,7.45
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,5,13.4453,5.5246,7.19
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,10,12.0704,5.5145,7.25
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,15,10.1567,5.4915,7.16
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,20,7.3208,5.4497,7.64
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,25,5.8107,5.4361,7.98
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,30,5.3958,5.4669,8.24
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,35,5.5039,5.5062,8.10
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,40,5.1485,5.5056,8.14
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,45,4.6341,5.4987,8.25
34AR,0393,B,2015-07-10T14:00,61.7685,20.2268,0117,50,3.9691,5.5056,8.21
